Title;Speaker;File;Language;Log;Plotfile
JP_1;M;/home/ash/Documents/Stage/analyse_acoustique_texte_Alice_v2/src/2_wav_traites/JP_1.wav;FR;voweltriangle_praat.txt;/home/ash/Documents/Stage/analyse_acoustique_texte_Alice_v2/src/6_voyelles/result/JP_1.png
