interval	tbeg	tend	f1_beg	f1_end	f2_beg	f2_end	f3_beg	f3_end	f1_slope	f2_slope	f3_slope
j	6.39275	6.4115	705.0594000000001	553.7072000000001	2214.8756000000003	1858.9268	2756.8327999999997	3002.154	-8.072117333333411	-18.9839360000002	13.083797333333473
j	14.972125	15.002125	194.6252	788.6048	2065.261	2518.3822	2930.6944	3121.1128	19.799320000000417	15.104040000000323	6.347280000000136
j	15.23275	15.2515	316.2292	364.82439999999997	2065.425	1944.8337999999999	2651.0894	2654.5564000000004	2.5917439999999003	-6.431530666666439	0.18490666666668915
j	20.12275	20.1415	291.09360000000004	269.5092	1597.9424	1150.0874	2876.2664000000004	2860.7578	-1.1511679999999573	-23.885599999999094	-0.8271253333333324
j	36.122125	36.242125	1743.6556	236.4982	2881.8896	1955.1511999999998	4287.1826	2770.166	-12.559644999999524	-7.722819999999709	-12.64180499999952
j	43.78275	43.9215	356.149	532.2006	1884.5186	1204.1527999999998	2972.3302	2422.1702	1.2688403603603449	-4.903537297297239	-3.9651171171170674
j	60.71275	60.7315	1396.02	1093.8745999999999	2348.2368	2467.3248	3499.1807999999996	3519.1051999999995	-16.11442133333578	6.351360000000949	1.0626346666668212
j	75.00275	75.0615	385.765	269.65500000000003	1512.1736	1684.8283999999999	3223.9914	2655.912	-1.9763404255322774	2.9388051063835157	-9.66943659574646
j	77.252125	77.282125	873.3218	1396.5432	2020.5814000000003	2184.4252	3047.4811999999997	3424.4159999999997	17.440713333340934	5.461460000002376	12.56449333333881
